,protein_path,ligand,PDB_fn,PDB,PDB_chain,LIG,PDB_chain_LIG,ro_label,lo_label
0,docking_poses/receptor/CDK2_fastH_pdbqt/7S7A_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2[nH]nc3ccccc23)C(F)(F)F,7S7A_A_01,7S7A,7S7A_A,8FI,7S7A_A_8FI,1,1
1,docking_poses/receptor/CDK2_fastH_pdbqt/8FOW_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2[nH]nc3ccccc23)C(F)(F)F,8FOW_A_01,8FOW,8FOW_A,8FI,8FOW_A_8FI,1,1
2,docking_poses/receptor/CDK2_fastH_pdbqt/7S9X_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2[nH]nc3ccccc23)C(F)(F)F,7S9X_A_01,7S9X,7S9X_A,8FI,7S9X_A_8FI,1,1
3,docking_poses/receptor/CDK2_fastH_pdbqt/7RXO_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2[nH]nc3ccccc23)C(F)(F)F,7RXO_A_01,7RXO,7RXO_A,8FI,7RXO_A_8FI,1,1
4,docking_poses/receptor/CDK2_fastH_pdbqt/7S84_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2[nH]nc3ccccc23)C(F)(F)F,7S84_A_01,7S84,7S84_A,8FI,7S84_A_8FI,1,1
5,docking_poses/receptor/CDK2_fastH_pdbqt/7S85_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2[nH]nc3ccccc23)C(F)(F)F,7S85_A_01,7S85,7S85_A,8FI,7S85_A_8FI,1,1
6,docking_poses/receptor/CDK2_fastH_pdbqt/7S4T_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2[nH]nc3ccccc23)C(F)(F)F,7S4T_A_01,7S4T,7S4T_A,8FI,7S4T_A_8FI,1,1
7,docking_poses/receptor/CDK2_fastH_pdbqt/8FP0_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2[nH]nc3ccccc23)C(F)(F)F,8FP0_A_01,8FP0,8FP0_A,8FI,8FP0_A_8FI,1,1
8,docking_poses/receptor/CDK2_fastH_pdbqt/7RWF_A.pdbqt,OC(=O)c1cc(ccc1NCCc2[nH]nc3ccccc23)C(F)(F)F,7RWF_A,7RWF,7RWF_A,8FI,7RWF_A_8FI,1,1
9,docking_poses/receptor/CDK2_fastH_pdbqt/3PXF_A.pdbqt,OC(=O)c1cc(ccc1NCCc2[nH]nc3ccccc23)C(F)(F)F,3PXF_A,3PXF,3PXF_A,8FI,3PXF_A_8FI,3,1
10,docking_poses/receptor/CDK2_fastH_pdbqt/3PXQ_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2[nH]nc3ccccc23)C(F)(F)F,3PXQ_A_01,3PXQ,3PXQ_A,8FI,3PXQ_A_8FI,3,1
11,docking_poses/receptor/CDK2_fastH_pdbqt/4EZ7_A.pdbqt,OC(=O)c1cc(ccc1NCCc2[nH]nc3ccccc23)C(F)(F)F,4EZ7_A,4EZ7,4EZ7_A,8FI,4EZ7_A_8FI,3,1
12,docking_poses/receptor/CDK2_fastH_pdbqt/1JST_A.pdbqt,OC(=O)c1cc(ccc1NCCc2[nH]nc3ccccc23)C(F)(F)F,1JST_A,1JST,1JST_A,8FI,1JST_A_8FI,2,1
13,docking_poses/receptor/CDK2_fastH_pdbqt/7ACK_C_01.pdbqt,OC(=O)c1cc(ccc1NCCc2[nH]nc3ccccc23)C(F)(F)F,7ACK_C_01,7ACK,7ACK_C,8FI,7ACK_C_8FI,2,1
14,docking_poses/receptor/CDK2_fastH_pdbqt/3BHT_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2[nH]nc3ccccc23)C(F)(F)F,3BHT_A_01,3BHT,3BHT_A,8FI,3BHT_A_8FI,2,1
15,docking_poses/receptor/CDK2_fastH_pdbqt/2C5V_C_01.pdbqt,OC(=O)c1cc(ccc1NCCc2[nH]nc3ccccc23)C(F)(F)F,2C5V_C_01,2C5V,2C5V_C,8FI,2C5V_C_8FI,2,1
16,docking_poses/receptor/CDK2_fastH_pdbqt/4BCM_C_01.pdbqt,OC(=O)c1cc(ccc1NCCc2[nH]nc3ccccc23)C(F)(F)F,4BCM_C_01,4BCM,4BCM_C,8FI,4BCM_C_8FI,2,1
17,docking_poses/receptor/CDK2_fastH_pdbqt/7KJS_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2[nH]nc3ccccc23)C(F)(F)F,7KJS_A_01,7KJS,7KJS_A,8FI,7KJS_A_8FI,2,1
18,docking_poses/receptor/CDK2_fastH_pdbqt/3BHU_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2[nH]nc3ccccc23)C(F)(F)F,3BHU_A_01,3BHU,3BHU_A,8FI,3BHU_A_8FI,2,1
19,docking_poses/receptor/CDK2_fastH_pdbqt/4CFW_C_01.pdbqt,OC(=O)c1cc(ccc1NCCc2[nH]nc3ccccc23)C(F)(F)F,4CFW_C_01,4CFW,4CFW_C,8FI,4CFW_C_8FI,2,1
20,docking_poses/receptor/CDK2_fastH_pdbqt/1B38_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2[nH]nc3ccccc23)C(F)(F)F,1B38_A_01,1B38,1B38_A,8FI,1B38_A_8FI,1,1
21,docking_poses/receptor/CDK2_fastH_pdbqt/4FKG_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2[nH]nc3ccccc23)C(F)(F)F,4FKG_A_01,4FKG,4FKG_A,8FI,4FKG_A_8FI,1,1
22,docking_poses/receptor/CDK2_fastH_pdbqt/2R3R_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2[nH]nc3ccccc23)C(F)(F)F,2R3R_A_01,2R3R,2R3R_A,8FI,2R3R_A_8FI,1,1
23,docking_poses/receptor/CDK2_fastH_pdbqt/1GIH_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2[nH]nc3ccccc23)C(F)(F)F,1GIH_A_01,1GIH,1GIH_A,8FI,1GIH_A_8FI,1,1
24,docking_poses/receptor/CDK2_fastH_pdbqt/2BHE_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2[nH]nc3ccccc23)C(F)(F)F,2BHE_A_01,2BHE,2BHE_A,8FI,2BHE_A_8FI,1,1
25,docking_poses/receptor/CDK2_fastH_pdbqt/4FKI_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2[nH]nc3ccccc23)C(F)(F)F,4FKI_A_01,4FKI,4FKI_A,8FI,4FKI_A_8FI,1,1
26,docking_poses/receptor/CDK2_fastH_pdbqt/1GIJ_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2[nH]nc3ccccc23)C(F)(F)F,1GIJ_A_01,1GIJ,1GIJ_A,8FI,1GIJ_A_8FI,1,1
27,docking_poses/receptor/CDK2_fastH_pdbqt/2VTR_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2[nH]nc3ccccc23)C(F)(F)F,2VTR_A_01,2VTR,2VTR_A,8FI,2VTR_A_8FI,1,1
28,docking_poses/receptor/CDK2_fastH_pdbqt/7S7A_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)[N+]([O-])=O,7S7A_A_01,7S7A,7S7A_A,7TW,7S7A_A_7TW,1,1
29,docking_poses/receptor/CDK2_fastH_pdbqt/8FOW_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)[N+]([O-])=O,8FOW_A_01,8FOW,8FOW_A,7TW,8FOW_A_7TW,1,1
30,docking_poses/receptor/CDK2_fastH_pdbqt/7S9X_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)[N+]([O-])=O,7S9X_A_01,7S9X,7S9X_A,7TW,7S9X_A_7TW,1,1
31,docking_poses/receptor/CDK2_fastH_pdbqt/7RXO_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)[N+]([O-])=O,7RXO_A_01,7RXO,7RXO_A,7TW,7RXO_A_7TW,1,1
32,docking_poses/receptor/CDK2_fastH_pdbqt/7S84_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)[N+]([O-])=O,7S84_A_01,7S84,7S84_A,7TW,7S84_A_7TW,1,1
33,docking_poses/receptor/CDK2_fastH_pdbqt/7S85_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)[N+]([O-])=O,7S85_A_01,7S85,7S85_A,7TW,7S85_A_7TW,1,1
34,docking_poses/receptor/CDK2_fastH_pdbqt/7S4T_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)[N+]([O-])=O,7S4T_A_01,7S4T,7S4T_A,7TW,7S4T_A_7TW,1,1
35,docking_poses/receptor/CDK2_fastH_pdbqt/8FP0_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)[N+]([O-])=O,8FP0_A_01,8FP0,8FP0_A,7TW,8FP0_A_7TW,1,1
36,docking_poses/receptor/CDK2_fastH_pdbqt/7RWF_A.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)[N+]([O-])=O,7RWF_A,7RWF,7RWF_A,7TW,7RWF_A_7TW,1,1
37,docking_poses/receptor/CDK2_fastH_pdbqt/3PXF_A.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)[N+]([O-])=O,3PXF_A,3PXF,3PXF_A,7TW,3PXF_A_7TW,3,1
38,docking_poses/receptor/CDK2_fastH_pdbqt/3PXQ_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)[N+]([O-])=O,3PXQ_A_01,3PXQ,3PXQ_A,7TW,3PXQ_A_7TW,3,1
39,docking_poses/receptor/CDK2_fastH_pdbqt/4EZ7_A.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)[N+]([O-])=O,4EZ7_A,4EZ7,4EZ7_A,7TW,4EZ7_A_7TW,3,1
40,docking_poses/receptor/CDK2_fastH_pdbqt/1JST_A.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)[N+]([O-])=O,1JST_A,1JST,1JST_A,7TW,1JST_A_7TW,2,1
41,docking_poses/receptor/CDK2_fastH_pdbqt/7ACK_C_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)[N+]([O-])=O,7ACK_C_01,7ACK,7ACK_C,7TW,7ACK_C_7TW,2,1
42,docking_poses/receptor/CDK2_fastH_pdbqt/3BHT_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)[N+]([O-])=O,3BHT_A_01,3BHT,3BHT_A,7TW,3BHT_A_7TW,2,1
43,docking_poses/receptor/CDK2_fastH_pdbqt/2C5V_C_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)[N+]([O-])=O,2C5V_C_01,2C5V,2C5V_C,7TW,2C5V_C_7TW,2,1
44,docking_poses/receptor/CDK2_fastH_pdbqt/4BCM_C_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)[N+]([O-])=O,4BCM_C_01,4BCM,4BCM_C,7TW,4BCM_C_7TW,2,1
45,docking_poses/receptor/CDK2_fastH_pdbqt/7KJS_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)[N+]([O-])=O,7KJS_A_01,7KJS,7KJS_A,7TW,7KJS_A_7TW,2,1
46,docking_poses/receptor/CDK2_fastH_pdbqt/3BHU_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)[N+]([O-])=O,3BHU_A_01,3BHU,3BHU_A,7TW,3BHU_A_7TW,2,1
47,docking_poses/receptor/CDK2_fastH_pdbqt/4CFW_C_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)[N+]([O-])=O,4CFW_C_01,4CFW,4CFW_C,7TW,4CFW_C_7TW,2,1
48,docking_poses/receptor/CDK2_fastH_pdbqt/1B38_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)[N+]([O-])=O,1B38_A_01,1B38,1B38_A,7TW,1B38_A_7TW,1,1
49,docking_poses/receptor/CDK2_fastH_pdbqt/4FKG_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)[N+]([O-])=O,4FKG_A_01,4FKG,4FKG_A,7TW,4FKG_A_7TW,1,1
50,docking_poses/receptor/CDK2_fastH_pdbqt/2R3R_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)[N+]([O-])=O,2R3R_A_01,2R3R,2R3R_A,7TW,2R3R_A_7TW,1,1
51,docking_poses/receptor/CDK2_fastH_pdbqt/1GIH_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)[N+]([O-])=O,1GIH_A_01,1GIH,1GIH_A,7TW,1GIH_A_7TW,1,1
52,docking_poses/receptor/CDK2_fastH_pdbqt/2BHE_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)[N+]([O-])=O,2BHE_A_01,2BHE,2BHE_A,7TW,2BHE_A_7TW,1,1
53,docking_poses/receptor/CDK2_fastH_pdbqt/4FKI_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)[N+]([O-])=O,4FKI_A_01,4FKI,4FKI_A,7TW,4FKI_A_7TW,1,1
54,docking_poses/receptor/CDK2_fastH_pdbqt/1GIJ_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)[N+]([O-])=O,1GIJ_A_01,1GIJ,1GIJ_A,7TW,1GIJ_A_7TW,1,1
55,docking_poses/receptor/CDK2_fastH_pdbqt/2VTR_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)[N+]([O-])=O,2VTR_A_01,2VTR,2VTR_A,7TW,2VTR_A_7TW,1,1
56,docking_poses/receptor/CDK2_fastH_pdbqt/7S7A_A_01.pdbqt,OC(=O)c1cc(ccc1Nc2ccc3[nH]c4ccccc4c3c2)C(F)(F)F,7S7A_A_01,7S7A,7S7A_A,8KF,7S7A_A_8KF,1,1
57,docking_poses/receptor/CDK2_fastH_pdbqt/8FOW_A_01.pdbqt,OC(=O)c1cc(ccc1Nc2ccc3[nH]c4ccccc4c3c2)C(F)(F)F,8FOW_A_01,8FOW,8FOW_A,8KF,8FOW_A_8KF,1,1
58,docking_poses/receptor/CDK2_fastH_pdbqt/7S9X_A_01.pdbqt,OC(=O)c1cc(ccc1Nc2ccc3[nH]c4ccccc4c3c2)C(F)(F)F,7S9X_A_01,7S9X,7S9X_A,8KF,7S9X_A_8KF,1,1
59,docking_poses/receptor/CDK2_fastH_pdbqt/7RXO_A_01.pdbqt,OC(=O)c1cc(ccc1Nc2ccc3[nH]c4ccccc4c3c2)C(F)(F)F,7RXO_A_01,7RXO,7RXO_A,8KF,7RXO_A_8KF,1,1
60,docking_poses/receptor/CDK2_fastH_pdbqt/7S84_A_01.pdbqt,OC(=O)c1cc(ccc1Nc2ccc3[nH]c4ccccc4c3c2)C(F)(F)F,7S84_A_01,7S84,7S84_A,8KF,7S84_A_8KF,1,1
61,docking_poses/receptor/CDK2_fastH_pdbqt/7S85_A_01.pdbqt,OC(=O)c1cc(ccc1Nc2ccc3[nH]c4ccccc4c3c2)C(F)(F)F,7S85_A_01,7S85,7S85_A,8KF,7S85_A_8KF,1,1
62,docking_poses/receptor/CDK2_fastH_pdbqt/7S4T_A_01.pdbqt,OC(=O)c1cc(ccc1Nc2ccc3[nH]c4ccccc4c3c2)C(F)(F)F,7S4T_A_01,7S4T,7S4T_A,8KF,7S4T_A_8KF,1,1
63,docking_poses/receptor/CDK2_fastH_pdbqt/8FP0_A_01.pdbqt,OC(=O)c1cc(ccc1Nc2ccc3[nH]c4ccccc4c3c2)C(F)(F)F,8FP0_A_01,8FP0,8FP0_A,8KF,8FP0_A_8KF,1,1
64,docking_poses/receptor/CDK2_fastH_pdbqt/7RWF_A.pdbqt,OC(=O)c1cc(ccc1Nc2ccc3[nH]c4ccccc4c3c2)C(F)(F)F,7RWF_A,7RWF,7RWF_A,8KF,7RWF_A_8KF,1,1
65,docking_poses/receptor/CDK2_fastH_pdbqt/3PXF_A.pdbqt,OC(=O)c1cc(ccc1Nc2ccc3[nH]c4ccccc4c3c2)C(F)(F)F,3PXF_A,3PXF,3PXF_A,8KF,3PXF_A_8KF,3,1
66,docking_poses/receptor/CDK2_fastH_pdbqt/3PXQ_A_01.pdbqt,OC(=O)c1cc(ccc1Nc2ccc3[nH]c4ccccc4c3c2)C(F)(F)F,3PXQ_A_01,3PXQ,3PXQ_A,8KF,3PXQ_A_8KF,3,1
67,docking_poses/receptor/CDK2_fastH_pdbqt/4EZ7_A.pdbqt,OC(=O)c1cc(ccc1Nc2ccc3[nH]c4ccccc4c3c2)C(F)(F)F,4EZ7_A,4EZ7,4EZ7_A,8KF,4EZ7_A_8KF,3,1
68,docking_poses/receptor/CDK2_fastH_pdbqt/1JST_A.pdbqt,OC(=O)c1cc(ccc1Nc2ccc3[nH]c4ccccc4c3c2)C(F)(F)F,1JST_A,1JST,1JST_A,8KF,1JST_A_8KF,2,1
69,docking_poses/receptor/CDK2_fastH_pdbqt/7ACK_C_01.pdbqt,OC(=O)c1cc(ccc1Nc2ccc3[nH]c4ccccc4c3c2)C(F)(F)F,7ACK_C_01,7ACK,7ACK_C,8KF,7ACK_C_8KF,2,1
70,docking_poses/receptor/CDK2_fastH_pdbqt/3BHT_A_01.pdbqt,OC(=O)c1cc(ccc1Nc2ccc3[nH]c4ccccc4c3c2)C(F)(F)F,3BHT_A_01,3BHT,3BHT_A,8KF,3BHT_A_8KF,2,1
71,docking_poses/receptor/CDK2_fastH_pdbqt/2C5V_C_01.pdbqt,OC(=O)c1cc(ccc1Nc2ccc3[nH]c4ccccc4c3c2)C(F)(F)F,2C5V_C_01,2C5V,2C5V_C,8KF,2C5V_C_8KF,2,1
72,docking_poses/receptor/CDK2_fastH_pdbqt/4BCM_C_01.pdbqt,OC(=O)c1cc(ccc1Nc2ccc3[nH]c4ccccc4c3c2)C(F)(F)F,4BCM_C_01,4BCM,4BCM_C,8KF,4BCM_C_8KF,2,1
73,docking_poses/receptor/CDK2_fastH_pdbqt/7KJS_A_01.pdbqt,OC(=O)c1cc(ccc1Nc2ccc3[nH]c4ccccc4c3c2)C(F)(F)F,7KJS_A_01,7KJS,7KJS_A,8KF,7KJS_A_8KF,2,1
74,docking_poses/receptor/CDK2_fastH_pdbqt/3BHU_A_01.pdbqt,OC(=O)c1cc(ccc1Nc2ccc3[nH]c4ccccc4c3c2)C(F)(F)F,3BHU_A_01,3BHU,3BHU_A,8KF,3BHU_A_8KF,2,1
75,docking_poses/receptor/CDK2_fastH_pdbqt/4CFW_C_01.pdbqt,OC(=O)c1cc(ccc1Nc2ccc3[nH]c4ccccc4c3c2)C(F)(F)F,4CFW_C_01,4CFW,4CFW_C,8KF,4CFW_C_8KF,2,1
76,docking_poses/receptor/CDK2_fastH_pdbqt/1B38_A_01.pdbqt,OC(=O)c1cc(ccc1Nc2ccc3[nH]c4ccccc4c3c2)C(F)(F)F,1B38_A_01,1B38,1B38_A,8KF,1B38_A_8KF,1,1
77,docking_poses/receptor/CDK2_fastH_pdbqt/4FKG_A_01.pdbqt,OC(=O)c1cc(ccc1Nc2ccc3[nH]c4ccccc4c3c2)C(F)(F)F,4FKG_A_01,4FKG,4FKG_A,8KF,4FKG_A_8KF,1,1
78,docking_poses/receptor/CDK2_fastH_pdbqt/2R3R_A_01.pdbqt,OC(=O)c1cc(ccc1Nc2ccc3[nH]c4ccccc4c3c2)C(F)(F)F,2R3R_A_01,2R3R,2R3R_A,8KF,2R3R_A_8KF,1,1
79,docking_poses/receptor/CDK2_fastH_pdbqt/1GIH_A_01.pdbqt,OC(=O)c1cc(ccc1Nc2ccc3[nH]c4ccccc4c3c2)C(F)(F)F,1GIH_A_01,1GIH,1GIH_A,8KF,1GIH_A_8KF,1,1
80,docking_poses/receptor/CDK2_fastH_pdbqt/2BHE_A_01.pdbqt,OC(=O)c1cc(ccc1Nc2ccc3[nH]c4ccccc4c3c2)C(F)(F)F,2BHE_A_01,2BHE,2BHE_A,8KF,2BHE_A_8KF,1,1
81,docking_poses/receptor/CDK2_fastH_pdbqt/4FKI_A_01.pdbqt,OC(=O)c1cc(ccc1Nc2ccc3[nH]c4ccccc4c3c2)C(F)(F)F,4FKI_A_01,4FKI,4FKI_A,8KF,4FKI_A_8KF,1,1
82,docking_poses/receptor/CDK2_fastH_pdbqt/1GIJ_A_01.pdbqt,OC(=O)c1cc(ccc1Nc2ccc3[nH]c4ccccc4c3c2)C(F)(F)F,1GIJ_A_01,1GIJ,1GIJ_A,8KF,1GIJ_A_8KF,1,1
83,docking_poses/receptor/CDK2_fastH_pdbqt/2VTR_A_01.pdbqt,OC(=O)c1cc(ccc1Nc2ccc3[nH]c4ccccc4c3c2)C(F)(F)F,2VTR_A_01,2VTR,2VTR_A,8KF,2VTR_A_8KF,1,1
84,docking_poses/receptor/CDK2_fastH_pdbqt/7S7A_A_01.pdbqt,COC(=O)c1ccc(NCCc2c[nH]c3ccccc23)c(c1)C(O)=O,7S7A_A_01,7S7A,7S7A_A,80E,7S7A_A_80E,1,1
85,docking_poses/receptor/CDK2_fastH_pdbqt/8FOW_A_01.pdbqt,COC(=O)c1ccc(NCCc2c[nH]c3ccccc23)c(c1)C(O)=O,8FOW_A_01,8FOW,8FOW_A,80E,8FOW_A_80E,1,1
86,docking_poses/receptor/CDK2_fastH_pdbqt/7S9X_A_01.pdbqt,COC(=O)c1ccc(NCCc2c[nH]c3ccccc23)c(c1)C(O)=O,7S9X_A_01,7S9X,7S9X_A,80E,7S9X_A_80E,1,1
87,docking_poses/receptor/CDK2_fastH_pdbqt/7RXO_A_01.pdbqt,COC(=O)c1ccc(NCCc2c[nH]c3ccccc23)c(c1)C(O)=O,7RXO_A_01,7RXO,7RXO_A,80E,7RXO_A_80E,1,1
88,docking_poses/receptor/CDK2_fastH_pdbqt/7S84_A_01.pdbqt,COC(=O)c1ccc(NCCc2c[nH]c3ccccc23)c(c1)C(O)=O,7S84_A_01,7S84,7S84_A,80E,7S84_A_80E,1,1
89,docking_poses/receptor/CDK2_fastH_pdbqt/7S85_A_01.pdbqt,COC(=O)c1ccc(NCCc2c[nH]c3ccccc23)c(c1)C(O)=O,7S85_A_01,7S85,7S85_A,80E,7S85_A_80E,1,1
90,docking_poses/receptor/CDK2_fastH_pdbqt/7S4T_A_01.pdbqt,COC(=O)c1ccc(NCCc2c[nH]c3ccccc23)c(c1)C(O)=O,7S4T_A_01,7S4T,7S4T_A,80E,7S4T_A_80E,1,1
91,docking_poses/receptor/CDK2_fastH_pdbqt/8FP0_A_01.pdbqt,COC(=O)c1ccc(NCCc2c[nH]c3ccccc23)c(c1)C(O)=O,8FP0_A_01,8FP0,8FP0_A,80E,8FP0_A_80E,1,1
92,docking_poses/receptor/CDK2_fastH_pdbqt/7RWF_A.pdbqt,COC(=O)c1ccc(NCCc2c[nH]c3ccccc23)c(c1)C(O)=O,7RWF_A,7RWF,7RWF_A,80E,7RWF_A_80E,1,1
93,docking_poses/receptor/CDK2_fastH_pdbqt/3PXF_A.pdbqt,COC(=O)c1ccc(NCCc2c[nH]c3ccccc23)c(c1)C(O)=O,3PXF_A,3PXF,3PXF_A,80E,3PXF_A_80E,3,1
94,docking_poses/receptor/CDK2_fastH_pdbqt/3PXQ_A_01.pdbqt,COC(=O)c1ccc(NCCc2c[nH]c3ccccc23)c(c1)C(O)=O,3PXQ_A_01,3PXQ,3PXQ_A,80E,3PXQ_A_80E,3,1
95,docking_poses/receptor/CDK2_fastH_pdbqt/4EZ7_A.pdbqt,COC(=O)c1ccc(NCCc2c[nH]c3ccccc23)c(c1)C(O)=O,4EZ7_A,4EZ7,4EZ7_A,80E,4EZ7_A_80E,3,1
96,docking_poses/receptor/CDK2_fastH_pdbqt/1JST_A.pdbqt,COC(=O)c1ccc(NCCc2c[nH]c3ccccc23)c(c1)C(O)=O,1JST_A,1JST,1JST_A,80E,1JST_A_80E,2,1
97,docking_poses/receptor/CDK2_fastH_pdbqt/7ACK_C_01.pdbqt,COC(=O)c1ccc(NCCc2c[nH]c3ccccc23)c(c1)C(O)=O,7ACK_C_01,7ACK,7ACK_C,80E,7ACK_C_80E,2,1
98,docking_poses/receptor/CDK2_fastH_pdbqt/3BHT_A_01.pdbqt,COC(=O)c1ccc(NCCc2c[nH]c3ccccc23)c(c1)C(O)=O,3BHT_A_01,3BHT,3BHT_A,80E,3BHT_A_80E,2,1
99,docking_poses/receptor/CDK2_fastH_pdbqt/2C5V_C_01.pdbqt,COC(=O)c1ccc(NCCc2c[nH]c3ccccc23)c(c1)C(O)=O,2C5V_C_01,2C5V,2C5V_C,80E,2C5V_C_80E,2,1
100,docking_poses/receptor/CDK2_fastH_pdbqt/4BCM_C_01.pdbqt,COC(=O)c1ccc(NCCc2c[nH]c3ccccc23)c(c1)C(O)=O,4BCM_C_01,4BCM,4BCM_C,80E,4BCM_C_80E,2,1
101,docking_poses/receptor/CDK2_fastH_pdbqt/7KJS_A_01.pdbqt,COC(=O)c1ccc(NCCc2c[nH]c3ccccc23)c(c1)C(O)=O,7KJS_A_01,7KJS,7KJS_A,80E,7KJS_A_80E,2,1
102,docking_poses/receptor/CDK2_fastH_pdbqt/3BHU_A_01.pdbqt,COC(=O)c1ccc(NCCc2c[nH]c3ccccc23)c(c1)C(O)=O,3BHU_A_01,3BHU,3BHU_A,80E,3BHU_A_80E,2,1
