,protein_path,ligand,PDB_fn,PDB,PDB_chain,LIG,PDB_chain_LIG,ro_label,lo_label
103,docking_poses/receptor/CDK2_fastH_pdbqt/4CFW_C_01.pdbqt,COC(=O)c1ccc(NCCc2c[nH]c3ccccc23)c(c1)C(O)=O,4CFW_C_01,4CFW,4CFW_C,80E,4CFW_C_80E,2,1
104,docking_poses/receptor/CDK2_fastH_pdbqt/1B38_A_01.pdbqt,COC(=O)c1ccc(NCCc2c[nH]c3ccccc23)c(c1)C(O)=O,1B38_A_01,1B38,1B38_A,80E,1B38_A_80E,1,1
105,docking_poses/receptor/CDK2_fastH_pdbqt/4FKG_A_01.pdbqt,COC(=O)c1ccc(NCCc2c[nH]c3ccccc23)c(c1)C(O)=O,4FKG_A_01,4FKG,4FKG_A,80E,4FKG_A_80E,1,1
106,docking_poses/receptor/CDK2_fastH_pdbqt/2R3R_A_01.pdbqt,COC(=O)c1ccc(NCCc2c[nH]c3ccccc23)c(c1)C(O)=O,2R3R_A_01,2R3R,2R3R_A,80E,2R3R_A_80E,1,1
107,docking_poses/receptor/CDK2_fastH_pdbqt/1GIH_A_01.pdbqt,COC(=O)c1ccc(NCCc2c[nH]c3ccccc23)c(c1)C(O)=O,1GIH_A_01,1GIH,1GIH_A,80E,1GIH_A_80E,1,1
108,docking_poses/receptor/CDK2_fastH_pdbqt/2BHE_A_01.pdbqt,COC(=O)c1ccc(NCCc2c[nH]c3ccccc23)c(c1)C(O)=O,2BHE_A_01,2BHE,2BHE_A,80E,2BHE_A_80E,1,1
109,docking_poses/receptor/CDK2_fastH_pdbqt/4FKI_A_01.pdbqt,COC(=O)c1ccc(NCCc2c[nH]c3ccccc23)c(c1)C(O)=O,4FKI_A_01,4FKI,4FKI_A,80E,4FKI_A_80E,1,1
110,docking_poses/receptor/CDK2_fastH_pdbqt/1GIJ_A_01.pdbqt,COC(=O)c1ccc(NCCc2c[nH]c3ccccc23)c(c1)C(O)=O,1GIJ_A_01,1GIJ,1GIJ_A,80E,1GIJ_A_80E,1,1
111,docking_poses/receptor/CDK2_fastH_pdbqt/2VTR_A_01.pdbqt,COC(=O)c1ccc(NCCc2c[nH]c3ccccc23)c(c1)C(O)=O,2VTR_A_01,2VTR,2VTR_A,80E,2VTR_A_80E,1,1
112,docking_poses/receptor/CDK2_fastH_pdbqt/7S7A_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)C(F)(F)F,7S7A_A_01,7S7A,7S7A_A,8IL,7S7A_A_8IL,1,1
113,docking_poses/receptor/CDK2_fastH_pdbqt/8FOW_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)C(F)(F)F,8FOW_A_01,8FOW,8FOW_A,8IL,8FOW_A_8IL,1,1
114,docking_poses/receptor/CDK2_fastH_pdbqt/7S9X_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)C(F)(F)F,7S9X_A_01,7S9X,7S9X_A,8IL,7S9X_A_8IL,1,1
115,docking_poses/receptor/CDK2_fastH_pdbqt/7RXO_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)C(F)(F)F,7RXO_A_01,7RXO,7RXO_A,8IL,7RXO_A_8IL,1,1
116,docking_poses/receptor/CDK2_fastH_pdbqt/7S84_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)C(F)(F)F,7S84_A_01,7S84,7S84_A,8IL,7S84_A_8IL,1,1
117,docking_poses/receptor/CDK2_fastH_pdbqt/7S85_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)C(F)(F)F,7S85_A_01,7S85,7S85_A,8IL,7S85_A_8IL,1,1
118,docking_poses/receptor/CDK2_fastH_pdbqt/7S4T_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)C(F)(F)F,7S4T_A_01,7S4T,7S4T_A,8IL,7S4T_A_8IL,1,1
119,docking_poses/receptor/CDK2_fastH_pdbqt/8FP0_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)C(F)(F)F,8FP0_A_01,8FP0,8FP0_A,8IL,8FP0_A_8IL,1,1
120,docking_poses/receptor/CDK2_fastH_pdbqt/7RWF_A.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)C(F)(F)F,7RWF_A,7RWF,7RWF_A,8IL,7RWF_A_8IL,1,1
121,docking_poses/receptor/CDK2_fastH_pdbqt/3PXF_A.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)C(F)(F)F,3PXF_A,3PXF,3PXF_A,8IL,3PXF_A_8IL,3,1
122,docking_poses/receptor/CDK2_fastH_pdbqt/3PXQ_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)C(F)(F)F,3PXQ_A_01,3PXQ,3PXQ_A,8IL,3PXQ_A_8IL,3,1
123,docking_poses/receptor/CDK2_fastH_pdbqt/4EZ7_A.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)C(F)(F)F,4EZ7_A,4EZ7,4EZ7_A,8IL,4EZ7_A_8IL,3,1
124,docking_poses/receptor/CDK2_fastH_pdbqt/1JST_A.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)C(F)(F)F,1JST_A,1JST,1JST_A,8IL,1JST_A_8IL,2,1
125,docking_poses/receptor/CDK2_fastH_pdbqt/7ACK_C_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)C(F)(F)F,7ACK_C_01,7ACK,7ACK_C,8IL,7ACK_C_8IL,2,1
126,docking_poses/receptor/CDK2_fastH_pdbqt/3BHT_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)C(F)(F)F,3BHT_A_01,3BHT,3BHT_A,8IL,3BHT_A_8IL,2,1
127,docking_poses/receptor/CDK2_fastH_pdbqt/2C5V_C_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)C(F)(F)F,2C5V_C_01,2C5V,2C5V_C,8IL,2C5V_C_8IL,2,1
128,docking_poses/receptor/CDK2_fastH_pdbqt/4BCM_C_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)C(F)(F)F,4BCM_C_01,4BCM,4BCM_C,8IL,4BCM_C_8IL,2,1
129,docking_poses/receptor/CDK2_fastH_pdbqt/7KJS_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)C(F)(F)F,7KJS_A_01,7KJS,7KJS_A,8IL,7KJS_A_8IL,2,1
130,docking_poses/receptor/CDK2_fastH_pdbqt/3BHU_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)C(F)(F)F,3BHU_A_01,3BHU,3BHU_A,8IL,3BHU_A_8IL,2,1
131,docking_poses/receptor/CDK2_fastH_pdbqt/4CFW_C_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)C(F)(F)F,4CFW_C_01,4CFW,4CFW_C,8IL,4CFW_C_8IL,2,1
132,docking_poses/receptor/CDK2_fastH_pdbqt/1B38_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)C(F)(F)F,1B38_A_01,1B38,1B38_A,8IL,1B38_A_8IL,1,1
133,docking_poses/receptor/CDK2_fastH_pdbqt/4FKG_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)C(F)(F)F,4FKG_A_01,4FKG,4FKG_A,8IL,4FKG_A_8IL,1,1
134,docking_poses/receptor/CDK2_fastH_pdbqt/2R3R_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)C(F)(F)F,2R3R_A_01,2R3R,2R3R_A,8IL,2R3R_A_8IL,1,1
135,docking_poses/receptor/CDK2_fastH_pdbqt/1GIH_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)C(F)(F)F,1GIH_A_01,1GIH,1GIH_A,8IL,1GIH_A_8IL,1,1
136,docking_poses/receptor/CDK2_fastH_pdbqt/2BHE_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)C(F)(F)F,2BHE_A_01,2BHE,2BHE_A,8IL,2BHE_A_8IL,1,1
137,docking_poses/receptor/CDK2_fastH_pdbqt/4FKI_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)C(F)(F)F,4FKI_A_01,4FKI,4FKI_A,8IL,4FKI_A_8IL,1,1
138,docking_poses/receptor/CDK2_fastH_pdbqt/1GIJ_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)C(F)(F)F,1GIJ_A_01,1GIJ,1GIJ_A,8IL,1GIJ_A_8IL,1,1
139,docking_poses/receptor/CDK2_fastH_pdbqt/2VTR_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3ccccc23)C(F)(F)F,2VTR_A_01,2VTR,2VTR_A,8IL,2VTR_A_8IL,1,1
140,docking_poses/receptor/CDK2_fastH_pdbqt/7S7A_A_01.pdbqt,OC(=O)c1cc(OC(F)(F)F)ccc1NCCc2c[nH]c3ccccc23,7S7A_A_01,7S7A,7S7A_A,8IQ,7S7A_A_8IQ,1,1
141,docking_poses/receptor/CDK2_fastH_pdbqt/8FOW_A_01.pdbqt,OC(=O)c1cc(OC(F)(F)F)ccc1NCCc2c[nH]c3ccccc23,8FOW_A_01,8FOW,8FOW_A,8IQ,8FOW_A_8IQ,1,1
142,docking_poses/receptor/CDK2_fastH_pdbqt/7S9X_A_01.pdbqt,OC(=O)c1cc(OC(F)(F)F)ccc1NCCc2c[nH]c3ccccc23,7S9X_A_01,7S9X,7S9X_A,8IQ,7S9X_A_8IQ,1,1
143,docking_poses/receptor/CDK2_fastH_pdbqt/7RXO_A_01.pdbqt,OC(=O)c1cc(OC(F)(F)F)ccc1NCCc2c[nH]c3ccccc23,7RXO_A_01,7RXO,7RXO_A,8IQ,7RXO_A_8IQ,1,1
144,docking_poses/receptor/CDK2_fastH_pdbqt/7S84_A_01.pdbqt,OC(=O)c1cc(OC(F)(F)F)ccc1NCCc2c[nH]c3ccccc23,7S84_A_01,7S84,7S84_A,8IQ,7S84_A_8IQ,1,1
145,docking_poses/receptor/CDK2_fastH_pdbqt/7S85_A_01.pdbqt,OC(=O)c1cc(OC(F)(F)F)ccc1NCCc2c[nH]c3ccccc23,7S85_A_01,7S85,7S85_A,8IQ,7S85_A_8IQ,1,1
146,docking_poses/receptor/CDK2_fastH_pdbqt/7S4T_A_01.pdbqt,OC(=O)c1cc(OC(F)(F)F)ccc1NCCc2c[nH]c3ccccc23,7S4T_A_01,7S4T,7S4T_A,8IQ,7S4T_A_8IQ,1,1
147,docking_poses/receptor/CDK2_fastH_pdbqt/8FP0_A_01.pdbqt,OC(=O)c1cc(OC(F)(F)F)ccc1NCCc2c[nH]c3ccccc23,8FP0_A_01,8FP0,8FP0_A,8IQ,8FP0_A_8IQ,1,1
148,docking_poses/receptor/CDK2_fastH_pdbqt/7RWF_A.pdbqt,OC(=O)c1cc(OC(F)(F)F)ccc1NCCc2c[nH]c3ccccc23,7RWF_A,7RWF,7RWF_A,8IQ,7RWF_A_8IQ,1,1
149,docking_poses/receptor/CDK2_fastH_pdbqt/3PXF_A.pdbqt,OC(=O)c1cc(OC(F)(F)F)ccc1NCCc2c[nH]c3ccccc23,3PXF_A,3PXF,3PXF_A,8IQ,3PXF_A_8IQ,3,1
150,docking_poses/receptor/CDK2_fastH_pdbqt/3PXQ_A_01.pdbqt,OC(=O)c1cc(OC(F)(F)F)ccc1NCCc2c[nH]c3ccccc23,3PXQ_A_01,3PXQ,3PXQ_A,8IQ,3PXQ_A_8IQ,3,1
151,docking_poses/receptor/CDK2_fastH_pdbqt/4EZ7_A.pdbqt,OC(=O)c1cc(OC(F)(F)F)ccc1NCCc2c[nH]c3ccccc23,4EZ7_A,4EZ7,4EZ7_A,8IQ,4EZ7_A_8IQ,3,1
152,docking_poses/receptor/CDK2_fastH_pdbqt/1JST_A.pdbqt,OC(=O)c1cc(OC(F)(F)F)ccc1NCCc2c[nH]c3ccccc23,1JST_A,1JST,1JST_A,8IQ,1JST_A_8IQ,2,1
153,docking_poses/receptor/CDK2_fastH_pdbqt/7ACK_C_01.pdbqt,OC(=O)c1cc(OC(F)(F)F)ccc1NCCc2c[nH]c3ccccc23,7ACK_C_01,7ACK,7ACK_C,8IQ,7ACK_C_8IQ,2,1
154,docking_poses/receptor/CDK2_fastH_pdbqt/3BHT_A_01.pdbqt,OC(=O)c1cc(OC(F)(F)F)ccc1NCCc2c[nH]c3ccccc23,3BHT_A_01,3BHT,3BHT_A,8IQ,3BHT_A_8IQ,2,1
155,docking_poses/receptor/CDK2_fastH_pdbqt/2C5V_C_01.pdbqt,OC(=O)c1cc(OC(F)(F)F)ccc1NCCc2c[nH]c3ccccc23,2C5V_C_01,2C5V,2C5V_C,8IQ,2C5V_C_8IQ,2,1
156,docking_poses/receptor/CDK2_fastH_pdbqt/4BCM_C_01.pdbqt,OC(=O)c1cc(OC(F)(F)F)ccc1NCCc2c[nH]c3ccccc23,4BCM_C_01,4BCM,4BCM_C,8IQ,4BCM_C_8IQ,2,1
157,docking_poses/receptor/CDK2_fastH_pdbqt/7KJS_A_01.pdbqt,OC(=O)c1cc(OC(F)(F)F)ccc1NCCc2c[nH]c3ccccc23,7KJS_A_01,7KJS,7KJS_A,8IQ,7KJS_A_8IQ,2,1
158,docking_poses/receptor/CDK2_fastH_pdbqt/3BHU_A_01.pdbqt,OC(=O)c1cc(OC(F)(F)F)ccc1NCCc2c[nH]c3ccccc23,3BHU_A_01,3BHU,3BHU_A,8IQ,3BHU_A_8IQ,2,1
159,docking_poses/receptor/CDK2_fastH_pdbqt/4CFW_C_01.pdbqt,OC(=O)c1cc(OC(F)(F)F)ccc1NCCc2c[nH]c3ccccc23,4CFW_C_01,4CFW,4CFW_C,8IQ,4CFW_C_8IQ,2,1
160,docking_poses/receptor/CDK2_fastH_pdbqt/1B38_A_01.pdbqt,OC(=O)c1cc(OC(F)(F)F)ccc1NCCc2c[nH]c3ccccc23,1B38_A_01,1B38,1B38_A,8IQ,1B38_A_8IQ,1,1
161,docking_poses/receptor/CDK2_fastH_pdbqt/4FKG_A_01.pdbqt,OC(=O)c1cc(OC(F)(F)F)ccc1NCCc2c[nH]c3ccccc23,4FKG_A_01,4FKG,4FKG_A,8IQ,4FKG_A_8IQ,1,1
162,docking_poses/receptor/CDK2_fastH_pdbqt/2R3R_A_01.pdbqt,OC(=O)c1cc(OC(F)(F)F)ccc1NCCc2c[nH]c3ccccc23,2R3R_A_01,2R3R,2R3R_A,8IQ,2R3R_A_8IQ,1,1
163,docking_poses/receptor/CDK2_fastH_pdbqt/1GIH_A_01.pdbqt,OC(=O)c1cc(OC(F)(F)F)ccc1NCCc2c[nH]c3ccccc23,1GIH_A_01,1GIH,1GIH_A,8IQ,1GIH_A_8IQ,1,1
164,docking_poses/receptor/CDK2_fastH_pdbqt/2BHE_A_01.pdbqt,OC(=O)c1cc(OC(F)(F)F)ccc1NCCc2c[nH]c3ccccc23,2BHE_A_01,2BHE,2BHE_A,8IQ,2BHE_A_8IQ,1,1
165,docking_poses/receptor/CDK2_fastH_pdbqt/4FKI_A_01.pdbqt,OC(=O)c1cc(OC(F)(F)F)ccc1NCCc2c[nH]c3ccccc23,4FKI_A_01,4FKI,4FKI_A,8IQ,4FKI_A_8IQ,1,1
166,docking_poses/receptor/CDK2_fastH_pdbqt/1GIJ_A_01.pdbqt,OC(=O)c1cc(OC(F)(F)F)ccc1NCCc2c[nH]c3ccccc23,1GIJ_A_01,1GIJ,1GIJ_A,8IQ,1GIJ_A_8IQ,1,1
167,docking_poses/receptor/CDK2_fastH_pdbqt/2VTR_A_01.pdbqt,OC(=O)c1cc(OC(F)(F)F)ccc1NCCc2c[nH]c3ccccc23,2VTR_A_01,2VTR,2VTR_A,8IQ,2VTR_A_8IQ,1,1
168,docking_poses/receptor/CDK2_fastH_pdbqt/7S7A_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3cc(Cl)ccc23)[N+]([O-])=O,7S7A_A_01,7S7A,7S7A_A,88O,7S7A_A_88O,1,1
169,docking_poses/receptor/CDK2_fastH_pdbqt/8FOW_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3cc(Cl)ccc23)[N+]([O-])=O,8FOW_A_01,8FOW,8FOW_A,88O,8FOW_A_88O,1,1
170,docking_poses/receptor/CDK2_fastH_pdbqt/7S9X_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3cc(Cl)ccc23)[N+]([O-])=O,7S9X_A_01,7S9X,7S9X_A,88O,7S9X_A_88O,1,1
171,docking_poses/receptor/CDK2_fastH_pdbqt/7RXO_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3cc(Cl)ccc23)[N+]([O-])=O,7RXO_A_01,7RXO,7RXO_A,88O,7RXO_A_88O,1,1
172,docking_poses/receptor/CDK2_fastH_pdbqt/7S84_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3cc(Cl)ccc23)[N+]([O-])=O,7S84_A_01,7S84,7S84_A,88O,7S84_A_88O,1,1
173,docking_poses/receptor/CDK2_fastH_pdbqt/7S85_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3cc(Cl)ccc23)[N+]([O-])=O,7S85_A_01,7S85,7S85_A,88O,7S85_A_88O,1,1
174,docking_poses/receptor/CDK2_fastH_pdbqt/7S4T_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3cc(Cl)ccc23)[N+]([O-])=O,7S4T_A_01,7S4T,7S4T_A,88O,7S4T_A_88O,1,1
175,docking_poses/receptor/CDK2_fastH_pdbqt/8FP0_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3cc(Cl)ccc23)[N+]([O-])=O,8FP0_A_01,8FP0,8FP0_A,88O,8FP0_A_88O,1,1
176,docking_poses/receptor/CDK2_fastH_pdbqt/7RWF_A.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3cc(Cl)ccc23)[N+]([O-])=O,7RWF_A,7RWF,7RWF_A,88O,7RWF_A_88O,1,1
177,docking_poses/receptor/CDK2_fastH_pdbqt/3PXF_A.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3cc(Cl)ccc23)[N+]([O-])=O,3PXF_A,3PXF,3PXF_A,88O,3PXF_A_88O,3,1
178,docking_poses/receptor/CDK2_fastH_pdbqt/3PXQ_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3cc(Cl)ccc23)[N+]([O-])=O,3PXQ_A_01,3PXQ,3PXQ_A,88O,3PXQ_A_88O,3,1
179,docking_poses/receptor/CDK2_fastH_pdbqt/4EZ7_A.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3cc(Cl)ccc23)[N+]([O-])=O,4EZ7_A,4EZ7,4EZ7_A,88O,4EZ7_A_88O,3,1
180,docking_poses/receptor/CDK2_fastH_pdbqt/1JST_A.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3cc(Cl)ccc23)[N+]([O-])=O,1JST_A,1JST,1JST_A,88O,1JST_A_88O,2,1
181,docking_poses/receptor/CDK2_fastH_pdbqt/7ACK_C_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3cc(Cl)ccc23)[N+]([O-])=O,7ACK_C_01,7ACK,7ACK_C,88O,7ACK_C_88O,2,1
182,docking_poses/receptor/CDK2_fastH_pdbqt/3BHT_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3cc(Cl)ccc23)[N+]([O-])=O,3BHT_A_01,3BHT,3BHT_A,88O,3BHT_A_88O,2,1
183,docking_poses/receptor/CDK2_fastH_pdbqt/2C5V_C_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3cc(Cl)ccc23)[N+]([O-])=O,2C5V_C_01,2C5V,2C5V_C,88O,2C5V_C_88O,2,1
184,docking_poses/receptor/CDK2_fastH_pdbqt/4BCM_C_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3cc(Cl)ccc23)[N+]([O-])=O,4BCM_C_01,4BCM,4BCM_C,88O,4BCM_C_88O,2,1
185,docking_poses/receptor/CDK2_fastH_pdbqt/7KJS_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3cc(Cl)ccc23)[N+]([O-])=O,7KJS_A_01,7KJS,7KJS_A,88O,7KJS_A_88O,2,1
186,docking_poses/receptor/CDK2_fastH_pdbqt/3BHU_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3cc(Cl)ccc23)[N+]([O-])=O,3BHU_A_01,3BHU,3BHU_A,88O,3BHU_A_88O,2,1
187,docking_poses/receptor/CDK2_fastH_pdbqt/4CFW_C_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3cc(Cl)ccc23)[N+]([O-])=O,4CFW_C_01,4CFW,4CFW_C,88O,4CFW_C_88O,2,1
188,docking_poses/receptor/CDK2_fastH_pdbqt/1B38_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3cc(Cl)ccc23)[N+]([O-])=O,1B38_A_01,1B38,1B38_A,88O,1B38_A_88O,1,1
189,docking_poses/receptor/CDK2_fastH_pdbqt/4FKG_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3cc(Cl)ccc23)[N+]([O-])=O,4FKG_A_01,4FKG,4FKG_A,88O,4FKG_A_88O,1,1
190,docking_poses/receptor/CDK2_fastH_pdbqt/2R3R_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3cc(Cl)ccc23)[N+]([O-])=O,2R3R_A_01,2R3R,2R3R_A,88O,2R3R_A_88O,1,1
191,docking_poses/receptor/CDK2_fastH_pdbqt/1GIH_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3cc(Cl)ccc23)[N+]([O-])=O,1GIH_A_01,1GIH,1GIH_A,88O,1GIH_A_88O,1,1
192,docking_poses/receptor/CDK2_fastH_pdbqt/2BHE_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3cc(Cl)ccc23)[N+]([O-])=O,2BHE_A_01,2BHE,2BHE_A,88O,2BHE_A_88O,1,1
193,docking_poses/receptor/CDK2_fastH_pdbqt/4FKI_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3cc(Cl)ccc23)[N+]([O-])=O,4FKI_A_01,4FKI,4FKI_A,88O,4FKI_A_88O,1,1
194,docking_poses/receptor/CDK2_fastH_pdbqt/1GIJ_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3cc(Cl)ccc23)[N+]([O-])=O,1GIJ_A_01,1GIJ,1GIJ_A,88O,1GIJ_A_88O,1,1
195,docking_poses/receptor/CDK2_fastH_pdbqt/2VTR_A_01.pdbqt,OC(=O)c1cc(ccc1NCCc2c[nH]c3cc(Cl)ccc23)[N+]([O-])=O,2VTR_A_01,2VTR,2VTR_A,88O,2VTR_A_88O,1,1
196,docking_poses/receptor/CDK2_fastH_pdbqt/7S7A_A_01.pdbqt,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P@](O)(=O)O[P@@](O)(=O)O[P](O)(O)=O)[C@@H](O)[C@H]3O,7S7A_A_01,7S7A,7S7A_A,ATP,7S7A_A_ATP,1,0
197,docking_poses/receptor/CDK2_fastH_pdbqt/8FOW_A_01.pdbqt,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P@](O)(=O)O[P@@](O)(=O)O[P](O)(O)=O)[C@@H](O)[C@H]3O,8FOW_A_01,8FOW,8FOW_A,ATP,8FOW_A_ATP,1,0
198,docking_poses/receptor/CDK2_fastH_pdbqt/7S9X_A_01.pdbqt,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P@](O)(=O)O[P@@](O)(=O)O[P](O)(O)=O)[C@@H](O)[C@H]3O,7S9X_A_01,7S9X,7S9X_A,ATP,7S9X_A_ATP,1,0
199,docking_poses/receptor/CDK2_fastH_pdbqt/7RXO_A_01.pdbqt,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P@](O)(=O)O[P@@](O)(=O)O[P](O)(O)=O)[C@@H](O)[C@H]3O,7RXO_A_01,7RXO,7RXO_A,ATP,7RXO_A_ATP,1,0
200,docking_poses/receptor/CDK2_fastH_pdbqt/7S84_A_01.pdbqt,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P@](O)(=O)O[P@@](O)(=O)O[P](O)(O)=O)[C@@H](O)[C@H]3O,7S84_A_01,7S84,7S84_A,ATP,7S84_A_ATP,1,0
201,docking_poses/receptor/CDK2_fastH_pdbqt/7S85_A_01.pdbqt,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P@](O)(=O)O[P@@](O)(=O)O[P](O)(O)=O)[C@@H](O)[C@H]3O,7S85_A_01,7S85,7S85_A,ATP,7S85_A_ATP,1,0
202,docking_poses/receptor/CDK2_fastH_pdbqt/7S4T_A_01.pdbqt,Nc1ncnc2n(cnc12)[C@@H]3O[C@H](CO[P@](O)(=O)O[P@@](O)(=O)O[P](O)(O)=O)[C@@H](O)[C@H]3O,7S4T_A_01,7S4T,7S4T_A,ATP,7S4T_A_ATP,1,0
